biological_process_id,biological_process_name,associated_gene_wb_ids,count,splits
GO:0006355,regulation of DNA-templated transcription,"WBGene00000095,WBGene00000096,WBGene00000220,WBGene00000221,WBGene00000222,WBGene00000223,WBGene00000366,WBGene00000431,WBGene00000441,WBGene00000448,WBGene00000453,WBGene00000454,WBGene00000455,WBGene00000458,WBGene00000461,WBGene00000467,WBGene00000469,WBGene00000793,WBGene00000899,WBGene00000904,WBGene00000908,WBGene00000910,WBGene00000912,WBGene00000914,WBGene00001061,WBGene00001062,WBGene00001096,WBGene00001161,WBGene00001162,WBGene00001182,WBGene00001186,WBGene00001194,WBGene00001204,WBGene00001207,WBGene00001208,WBGene00001210,WBGene00001249,WBGene00001250,WBGene00001251,WBGene00001252,WBGene00001253,WBGene00001310,WBGene00001311,WBGene00001324,WBGene00001345,WBGene00001377,WBGene00001400,WBGene00001410,WBGene00001434,WBGene00001435,WBGene00001436,WBGene00001437,WBGene00001438,WBGene00001439,WBGene00001440,WBGene00001441,WBGene00001442,WBGene00001585,WBGene00001609,WBGene00001653,WBGene00001821,WBGene00001827,WBGene00001851,WBGene00001877,WBGene00001948,WBGene00001977,WBGene00002004,WBGene00002245,WBGene00002261,WBGene00002299,WBGene00002601,WBGene00002783,WBGene00002889,WBGene00002987,WBGene00002988,WBGene00002990,WBGene00003017,WBGene00003024,WBGene00003025,WBGene00003033,WBGene00003035,WBGene00003036,WBGene00003037,WBGene00003040,WBGene00003041,WBGene00003085,WBGene00003100,WBGene00003106,WBGene00003107,WBGene00003114,WBGene00003167,WBGene00003180,WBGene00003181,WBGene00003222,WBGene00003376,WBGene00003406,WBGene00003509,WBGene00003592,WBGene00003600,WBGene00003601,WBGene00003602,WBGene00003603,WBGene00003604,WBGene00003605,WBGene00003606,WBGene00003607,WBGene00003608,WBGene00003609,WBGene00003610,WBGene00003611,WBGene00003612,WBGene00003613,WBGene00003614,WBGene00003615,WBGene00003616,WBGene00003617,WBGene00003618,WBGene00003619,WBGene00003620,WBGene00003621,WBGene00003622,WBGene00003623,WBGene00003624,WBGene00003625,WBGene00003626,WBGene00003627,WBGene00003628,WBGene00003629,WBGene00003630,WBGene00003632,WBGene00003633,WBGene00003634,WBGene00003635,WBGene00003636,WBGene00003637,WBGene00003638,WBGene00003639,WBGene00003640,WBGene00003641,WBGene00003642,WBGene00003643,WBGene00003644,WBGene00003645,WBGene00003646,WBGene00003647,WBGene00003648,WBGene00003649,WBGene00003650,WBGene00003651,WBGene00003652,WBGene00003653,WBGene00003654,WBGene00003655,WBGene00003656,WBGene00003657,WBGene00003658,WBGene00003659,WBGene00003660,WBGene00003661,WBGene00003662,WBGene00003663,WBGene00003664,WBGene00003667,WBGene00003668,WBGene00003669,WBGene00003670,WBGene00003671,WBGene00003672,WBGene00003674,WBGene00003675,WBGene00003676,WBGene00003677,WBGene00003678,WBGene00003679,WBGene00003680,WBGene00003681,WBGene00003682,WBGene00003683,WBGene00003684,WBGene00003685,WBGene00003686,WBGene00003687,WBGene00003688,WBGene00003689,WBGene00003690,WBGene00003691,WBGene00003692,WBGene00003693,WBGene00003694,WBGene00003695,WBGene00003696,WBGene00003697,WBGene00003698,WBGene00003699,WBGene00003700,WBGene00003701,WBGene00003702,WBGene00003703,WBGene00003704,WBGene00003705,WBGene00003706,WBGene00003707,WBGene00003708,WBGene00003709,WBGene00003710,WBGene00003711,WBGene00003712,WBGene00003713,WBGene00003714,WBGene00003715,WBGene00003716,WBGene00003717,WBGene00003718,WBGene00003719,WBGene00003720,WBGene00003721,WBGene00003722,WBGene00003723,WBGene00003724,WBGene00003725,WBGene00003726,WBGene00003727,WBGene00003728,WBGene00003825,WBGene00003826,WBGene00003854,WBGene00003937,WBGene00003938,WBGene00003939,WBGene00003976,WBGene00004013,WBGene00004117,WBGene00004134,WBGene00004204,WBGene00004312,WBGene00004319,WBGene00004393,WBGene00004750,WBGene00004786,WBGene00004804,WBGene00004856,WBGene00004857,WBGene00004858,WBGene00005010,WBGene00005014,WBGene00006445,WBGene00006462,WBGene00006471,WBGene00006499,WBGene00006543,WBGene00006544,WBGene00006545,WBGene00006546,WBGene00006547,WBGene00006549,WBGene00006550,WBGene00006551,WBGene00006552,WBGene00006553,WBGene00006554,WBGene00006555,WBGene00006556,WBGene00006557,WBGene00006558,WBGene00006559,WBGene00006560,WBGene00006654,WBGene00006743,WBGene00006744,WBGene00006773,WBGene00006790,WBGene00006796,WBGene00006818,WBGene00006853,WBGene00006870,WBGene00006959,WBGene00007016,WBGene00007026,WBGene00007028,WBGene00007029,WBGene00007058,WBGene00007184,WBGene00007367,WBGene00007496,WBGene00007534,WBGene00007546,WBGene00007547,WBGene00007776,WBGene00007877,WBGene00007907,WBGene00007914,WBGene00007929,WBGene00007932,WBGene00007935,WBGene00007984,WBGene00008056,WBGene00008158,WBGene00008208,WBGene00008209,WBGene00008221,WBGene00008236,WBGene00008289,WBGene00008309,WBGene00008311,WBGene00008442,WBGene00008474,WBGene00008619,WBGene00008630,WBGene00008778,WBGene00008830,WBGene00008884,WBGene00008901,WBGene00008999,WBGene00009202,WBGene00009203,WBGene00009595,WBGene00009608,WBGene00009834,WBGene00009899,WBGene00009939,WBGene00010180,WBGene00010186,WBGene00010199,WBGene00010215,WBGene00010251,WBGene00010410,WBGene00010537,WBGene00010545,WBGene00010553,WBGene00010600,WBGene00010601,WBGene00010602,WBGene00010603,WBGene00010604,WBGene00010771,WBGene00010808,WBGene00011002,WBGene00011097,WBGene00011098,WBGene00011099,WBGene00011100,WBGene00011130,WBGene00011150,WBGene00011152,WBGene00011153,WBGene00011257,WBGene00011327,WBGene00011396,WBGene00011520,WBGene00011565,WBGene00011566,WBGene00011568,WBGene00011614,WBGene00011615,WBGene00011651,WBGene00011738,WBGene00011743,WBGene00011750,WBGene00011939,WBGene00012005,WBGene00012050,WBGene00012056,WBGene00012074,WBGene00012298,WBGene00012330,WBGene00012446,WBGene00012449,WBGene00012468,WBGene00012494,WBGene00012551,WBGene00012596,WBGene00012703,WBGene00012832,WBGene00013100,WBGene00013111,WBGene00013147,WBGene00013383,WBGene00013483,WBGene00013512,WBGene00013584,WBGene00013692,WBGene00013766,WBGene00013795,WBGene00013878,WBGene00013940,WBGene00013976,WBGene00014068,WBGene00014189,WBGene00014193,WBGene00014230,WBGene00015395,WBGene00015396,WBGene00015397,WBGene00015429,WBGene00015497,WBGene00015524,WBGene00015705,WBGene00015758,WBGene00015869,WBGene00015897,WBGene00015900,WBGene00015901,WBGene00015902,WBGene00015981,WBGene00016019,WBGene00016029,WBGene00016091,WBGene00016126,WBGene00016162,WBGene00016173,WBGene00016220,WBGene00016221,WBGene00016233,WBGene00016364,WBGene00016365,WBGene00016366,WBGene00016367,WBGene00016368,WBGene00016408,WBGene00016489,WBGene00016517,WBGene00016600,WBGene00016603,WBGene00016754,WBGene00016772,WBGene00016777,WBGene00016798,WBGene00016865,WBGene00016926,WBGene00016927,WBGene00016937,WBGene00016975,WBGene00016997,WBGene00017198,WBGene00017326,WBGene00017423,WBGene00017503,WBGene00017510,WBGene00017512,WBGene00017535,WBGene00017598,WBGene00017601,WBGene00017664,WBGene00017687,WBGene00017690,WBGene00017715,WBGene00017755,WBGene00017778,WBGene00017787,WBGene00017961,WBGene00018189,WBGene00018265,WBGene00018266,WBGene00018404,WBGene00018412,WBGene00018415,WBGene00018430,WBGene00018539,WBGene00018541,WBGene00018542,WBGene00018544,WBGene00018545,WBGene00018591,WBGene00018622,WBGene00018998,WBGene00019115,WBGene00019116,WBGene00019217,WBGene00019327,WBGene00019380,WBGene00019394,WBGene00019424,WBGene00019521,WBGene00019584,WBGene00019627,WBGene00019692,WBGene00019741,WBGene00019742,WBGene00019743,WBGene00019816,WBGene00020015,WBGene00020062,WBGene00020152,WBGene00020153,WBGene00020368,WBGene00020385,WBGene00020460,WBGene00020555,WBGene00020708,WBGene00020748,WBGene00020750,WBGene00020849,WBGene00020850,WBGene00020851,WBGene00020852,WBGene00020961,WBGene00021082,WBGene00021132,WBGene00021163,WBGene00021417,WBGene00021522,WBGene00021552,WBGene00021610,WBGene00021611,WBGene00021617,WBGene00021636,WBGene00021661,WBGene00021848,WBGene00022000,WBGene00022057,WBGene00022060,WBGene00022062,WBGene00022097,WBGene00022374,WBGene00022423,WBGene00022473,WBGene00022637,WBGene00022639,WBGene00022640,WBGene00022738,WBGene00022756,WBGene00022805,WBGene00022850,WBGene00043056,WBGene00044689,WBGene00044699,WBGene00044798,WBGene00044805,WBGene00045255,WBGene00045419,WBGene00045515,WBGene00077521,WBGene00077761,WBGene00164985,WBGene00304788",535,none
GO:0006357,regulation of transcription by RNA polymerase II,"WBGene00000095,WBGene00000096,WBGene00000221,WBGene00000222,WBGene00000223,WBGene00000249,WBGene00000272,WBGene00000405,WBGene00000409,WBGene00000410,WBGene00000429,WBGene00000430,WBGene00000431,WBGene00000432,WBGene00000433,WBGene00000434,WBGene00000435,WBGene00000436,WBGene00000437,WBGene00000438,WBGene00000439,WBGene00000440,WBGene00000441,WBGene00000442,WBGene00000443,WBGene00000444,WBGene00000445,WBGene00000446,WBGene00000447,WBGene00000448,WBGene00000449,WBGene00000450,WBGene00000451,WBGene00000452,WBGene00000453,WBGene00000454,WBGene00000455,WBGene00000457,WBGene00000458,WBGene00000459,WBGene00000460,WBGene00000461,WBGene00000462,WBGene00000463,WBGene00000464,WBGene00000468,WBGene00000469,WBGene00000476,WBGene00000483,WBGene00000506,WBGene00000507,WBGene00000508,WBGene00000521,WBGene00000584,WBGene00000793,WBGene00000876,WBGene00000895,WBGene00000899,WBGene00000910,WBGene00000912,WBGene00000914,WBGene00001061,WBGene00001079,WBGene00001081,WBGene00001096,WBGene00001161,WBGene00001162,WBGene00001182,WBGene00001186,WBGene00001194,WBGene00001204,WBGene00001207,WBGene00001208,WBGene00001223,WBGene00001249,WBGene00001250,WBGene00001251,WBGene00001252,WBGene00001253,WBGene00001310,WBGene00001311,WBGene00001324,WBGene00001345,WBGene00001400,WBGene00001434,WBGene00001435,WBGene00001436,WBGene00001438,WBGene00001439,WBGene00001440,WBGene00001441,WBGene00001442,WBGene00001560,WBGene00001565,WBGene00001574,WBGene00001585,WBGene00001609,WBGene00001707,WBGene00001820,WBGene00001821,WBGene00001824,WBGene00001851,WBGene00001948,WBGene00001949,WBGene00001950,WBGene00001951,WBGene00001953,WBGene00001954,WBGene00001955,WBGene00001956,WBGene00001957,WBGene00001958,WBGene00001959,WBGene00001962,WBGene00001964,WBGene00001965,WBGene00001966,WBGene00001967,WBGene00001968,WBGene00001971,WBGene00001975,WBGene00001981,WBGene00002245,WBGene00002295,WBGene00002324,WBGene00002601,WBGene00002717,WBGene00002783,WBGene00002987,WBGene00002988,WBGene00002990,WBGene00002998,WBGene00003000,WBGene00003008,WBGene00003015,WBGene00003017,WBGene00003020,WBGene00003033,WBGene00003034,WBGene00003037,WBGene00003100,WBGene00003106,WBGene00003163,WBGene00003164,WBGene00003167,WBGene00003220,WBGene00003376,WBGene00003377,WBGene00003378,WBGene00003380,WBGene00003480,WBGene00003510,WBGene00003511,WBGene00003592,WBGene00003600,WBGene00003602,WBGene00003605,WBGene00003609,WBGene00003611,WBGene00003613,WBGene00003615,WBGene00003616,WBGene00003622,WBGene00003623,WBGene00003624,WBGene00003628,WBGene00003629,WBGene00003630,WBGene00003632,WBGene00003633,WBGene00003637,WBGene00003639,WBGene00003643,WBGene00003647,WBGene00003650,WBGene00003654,WBGene00003658,WBGene00003659,WBGene00003660,WBGene00003661,WBGene00003676,WBGene00003677,WBGene00003681,WBGene00003682,WBGene00003683,WBGene00003690,WBGene00003691,WBGene00003694,WBGene00003698,WBGene00003699,WBGene00003704,WBGene00003706,WBGene00003708,WBGene00003710,WBGene00003712,WBGene00003719,WBGene00003725,WBGene00003726,WBGene00003727,WBGene00003847,WBGene00003854,WBGene00003909,WBGene00003912,WBGene00003933,WBGene00003937,WBGene00003938,WBGene00003939,WBGene00003976,WBGene00004011,WBGene00004013,WBGene00004024,WBGene00004046,WBGene00004077,WBGene00004096,WBGene00004334,WBGene00004335,WBGene00004343,WBGene00004393,WBGene00004735,WBGene00004745,WBGene00004750,WBGene00004773,WBGene00004781,WBGene00004804,WBGene00004856,WBGene00004857,WBGene00004858,WBGene00004862,WBGene00005006,WBGene00005009,WBGene00005013,WBGene00005015,WBGene00006349,WBGene00006380,WBGene00006424,WBGene00006445,WBGene00006462,WBGene00006492,WBGene00006543,WBGene00006544,WBGene00006545,WBGene00006546,WBGene00006547,WBGene00006549,WBGene00006550,WBGene00006551,WBGene00006552,WBGene00006553,WBGene00006554,WBGene00006555,WBGene00006556,WBGene00006557,WBGene00006558,WBGene00006559,WBGene00006560,WBGene00006579,WBGene00006604,WBGene00006652,WBGene00006654,WBGene00006743,WBGene00006744,WBGene00006766,WBGene00006775,WBGene00006778,WBGene00006796,WBGene00006818,WBGene00006827,WBGene00006853,WBGene00006870,WBGene00006873,WBGene00006881,WBGene00006970,WBGene00006975,WBGene00007012,WBGene00007013,WBGene00007014,WBGene00007015,WBGene00007017,WBGene00007018,WBGene00007019,WBGene00007020,WBGene00007022,WBGene00007026,WBGene00007030,WBGene00007054,WBGene00007058,WBGene00007242,WBGene00007256,WBGene00007417,WBGene00007546,WBGene00007547,WBGene00007704,WBGene00007772,WBGene00007776,WBGene00007784,WBGene00007877,WBGene00007907,WBGene00007914,WBGene00007929,WBGene00007932,WBGene00007984,WBGene00008118,WBGene00008195,WBGene00008221,WBGene00008283,WBGene00008386,WBGene00008640,WBGene00008684,WBGene00008830,WBGene00008976,WBGene00009133,WBGene00009180,WBGene00009224,WBGene00009231,WBGene00009314,WBGene00009448,WBGene00009461,WBGene00009553,WBGene00009650,WBGene00009834,WBGene00009899,WBGene00009937,WBGene00009975,WBGene00009998,WBGene00010012,WBGene00010251,WBGene00010264,WBGene00010401,WBGene00010604,WBGene00010704,WBGene00010770,WBGene00010936,WBGene00011002,WBGene00011066,WBGene00011069,WBGene00011097,WBGene00011098,WBGene00011099,WBGene00011100,WBGene00011111,WBGene00011130,WBGene00011143,WBGene00011206,WBGene00011257,WBGene00011259,WBGene00011315,WBGene00011505,WBGene00011575,WBGene00011583,WBGene00011614,WBGene00011639,WBGene00011661,WBGene00011738,WBGene00011814,WBGene00011824,WBGene00011926,WBGene00012000,WBGene00012236,WBGene00012317,WBGene00012330,WBGene00012405,WBGene00012578,WBGene00012584,WBGene00012639,WBGene00012674,WBGene00012735,WBGene00012994,WBGene00013111,WBGene00013147,WBGene00013339,WBGene00013438,WBGene00013583,WBGene00013632,WBGene00013639,WBGene00013692,WBGene00013717,WBGene00013734,WBGene00013876,WBGene00013878,WBGene00013970,WBGene00014123,WBGene00015395,WBGene00015396,WBGene00015397,WBGene00015451,WBGene00015468,WBGene00015497,WBGene00015507,WBGene00015649,WBGene00015651,WBGene00015662,WBGene00015705,WBGene00015806,WBGene00015934,WBGene00015971,WBGene00015981,WBGene00016029,WBGene00016126,WBGene00016128,WBGene00016154,WBGene00016162,WBGene00016189,WBGene00016269,WBGene00016427,WBGene00016562,WBGene00016600,WBGene00016754,WBGene00016798,WBGene00016865,WBGene00016890,WBGene00016905,WBGene00016948,WBGene00016975,WBGene00016997,WBGene00017198,WBGene00017326,WBGene00017406,WBGene00017430,WBGene00017535,WBGene00017538,WBGene00017598,WBGene00017601,WBGene00017651,WBGene00017687,WBGene00017690,WBGene00017742,WBGene00017755,WBGene00017787,WBGene00017814,WBGene00017816,WBGene00017920,WBGene00017967,WBGene00018022,WBGene00018099,WBGene00018446,WBGene00018591,WBGene00018740,WBGene00018769,WBGene00018833,WBGene00018959,WBGene00018990,WBGene00019218,WBGene00019299,WBGene00019327,WBGene00019521,WBGene00019751,WBGene00019816,WBGene00019864,WBGene00019960,WBGene00020251,WBGene00020368,WBGene00020460,WBGene00020480,WBGene00020485,WBGene00020687,WBGene00020708,WBGene00020748,WBGene00020821,WBGene00020930,WBGene00020951,WBGene00020961,WBGene00021082,WBGene00021132,WBGene00021374,WBGene00021552,WBGene00021610,WBGene00021611,WBGene00021689,WBGene00021714,WBGene00021810,WBGene00021834,WBGene00021846,WBGene00021848,WBGene00022060,WBGene00022278,WBGene00022423,WBGene00022473,WBGene00022518,WBGene00022554,WBGene00022592,WBGene00022598,WBGene00022608,WBGene00022762,WBGene00022774,WBGene00022837,WBGene00022850,WBGene00022861,WBGene00043056,WBGene00043705,WBGene00044032,WBGene00044068,WBGene00044072,WBGene00044330,WBGene00044386,WBGene00044651,WBGene00044689,WBGene00044699,WBGene00044798,WBGene00045215,WBGene00045255,WBGene00045419,WBGene00077521,WBGene00077761,WBGene00304788,WBGene00304808",505,none
GO:0006360,transcription by RNA polymerase I,"WBGene00007355,WBGene00008781,WBGene00009078,WBGene00012999,WBGene00013002,WBGene00017758,WBGene00017830,WBGene00019275,WBGene00019821,WBGene00021347",10,none
GO:0006361,transcription initiation at RNA polymerase I promoter,WBGene00007980,1,none
GO:0006362,transcription elongation by RNA polymerase I,"WBGene00010230,WBGene00017749,WBGene00019246",3,none
GO:0006363,termination of RNA polymerase I transcription,WBGene00007616,1,none
GO:0006364,rRNA processing,"WBGene00000276,WBGene00000796,WBGene00000798,WBGene00001001,WBGene00001423,WBGene00002850,WBGene00003062,WBGene00003063,WBGene00003080,WBGene00004185,WBGene00004476,WBGene00007201,WBGene00007603,WBGene00007623,WBGene00007628,WBGene00007708,WBGene00007731,WBGene00008151,WBGene00008455,WBGene00008458,WBGene00009163,WBGene00009211,WBGene00009266,WBGene00009329,WBGene00009711,WBGene00009735,WBGene00010231,WBGene00010435,WBGene00010478,WBGene00010709,WBGene00012059,WBGene00012351,WBGene00012393,WBGene00012652,WBGene00012692,WBGene00012756,WBGene00012858,WBGene00012887,WBGene00012964,WBGene00012966,WBGene00012978,WBGene00012996,WBGene00013109,WBGene00013143,WBGene00013151,WBGene00013422,WBGene00013544,WBGene00013892,WBGene00014083,WBGene00014177,WBGene00015104,WBGene00015461,WBGene00015941,WBGene00016411,WBGene00016740,WBGene00017347,WBGene00017855,WBGene00018679,WBGene00018762,WBGene00018866,WBGene00018893,WBGene00018967,WBGene00019168,WBGene00019219,WBGene00019678,WBGene00020189,WBGene00020296,WBGene00020705,WBGene00021073,WBGene00021276,WBGene00021277,WBGene00021316,WBGene00021476,WBGene00021785,WBGene00021789,WBGene00021830,WBGene00022046,WBGene00022232,WBGene00022378,WBGene00022739,WBGene00045433,WBGene00302968",82,none
GO:0006366,transcription by RNA polymerase II,"WBGene00000123,WBGene00001259,WBGene00004136,WBGene00004824,WBGene00006382,WBGene00006385,WBGene00006386,WBGene00006397,WBGene00006542,WBGene00006652,WBGene00007187,WBGene00007355,WBGene00007971,WBGene00009078,WBGene00009584,WBGene00010990,WBGene00012187,WBGene00012694,WBGene00016140,WBGene00017830,WBGene00019246,WBGene00019821,WBGene00021281,WBGene00021347,WBGene00021752,WBGene00021904,WBGene00022268,WBGene00077700",28,none
GO:0006367,transcription initiation at RNA polymerase II promoter,"WBGene00004136,WBGene00006382,WBGene00006383,WBGene00006385,WBGene00006386,WBGene00006387,WBGene00006388,WBGene00006389,WBGene00006390,WBGene00006392,WBGene00006393,WBGene00006394,WBGene00006395,WBGene00010054,WBGene00012694,WBGene00013441,WBGene00013736,WBGene00013998,WBGene00015150,WBGene00015296,WBGene00017356,WBGene00018391,WBGene00021363,WBGene00021714,WBGene00021845,WBGene00021904,WBGene00022400",27,none
GO:0006368,transcription elongation by RNA polymerase II,"WBGene00001235,WBGene00001259,WBGene00005014,WBGene00005015,WBGene00007042,WBGene00007110,WBGene00007184,WBGene00008338,WBGene00010990,WBGene00011319,WBGene00012000,WBGene00013219,WBGene00016171,WBGene00017011,WBGene00018064,WBGene00018849,WBGene00021281",17,none
GO:0006369,termination of RNA polymerase II transcription,"WBGene00006964,WBGene00007329,WBGene00008099,WBGene00014965,WBGene00016566,WBGene00020092,WBGene00020480",7,none
GO:0006370,7-methylguanosine mRNA capping,"WBGene00000466,WBGene00006447,WBGene00013160,WBGene00018156,WBGene00021502",5,none
GO:0006376,mRNA splice site recognition,"WBGene00001340,WBGene00004389,WBGene00004700,WBGene00006807,WBGene00008556,WBGene00015207,WBGene00016811,WBGene00022489",8,none
GO:0006382,adenosine to inosine editing,"WBGene00000079,WBGene00000080,WBGene00008397",3,none
GO:0006383,transcription by RNA polymerase III,"WBGene00000271,WBGene00004411,WBGene00006542,WBGene00009078,WBGene00009159,WBGene00010230,WBGene00014114,WBGene00017300,WBGene00017830,WBGene00019275,WBGene00021112,WBGene00021638",12,none
GO:0006384,transcription initiation at RNA polymerase III promoter,"WBGene00011368,WBGene00014111,WBGene00021423,WBGene00044924",4,none
GO:0006386,termination of RNA polymerase III transcription,WBGene00022309,1,none
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation","WBGene00008457,WBGene00008877,WBGene00010304,WBGene00013231,WBGene00016621,WBGene00019535",6,none
GO:0006390,mitochondrial transcription,"WBGene00008236,WBGene00013680,WBGene00013878",3,none
GO:0006391,transcription initiation at mitochondrial promoter,WBGene00020189,1,none
GO:0006396,RNA processing,"WBGene00000079,WBGene00000080,WBGene00000796,WBGene00000798,WBGene00000939,WBGene00002850,WBGene00003078,WBGene00004188,WBGene00004387,WBGene00004914,WBGene00004916,WBGene00006307,WBGene00006359,WBGene00007111,WBGene00007603,WBGene00008397,WBGene00008514,WBGene00008877,WBGene00009163,WBGene00009364,WBGene00010089,WBGene00010304,WBGene00010478,WBGene00010709,WBGene00010846,WBGene00012465,WBGene00012864,WBGene00012966,WBGene00013343,WBGene00013460,WBGene00014018,WBGene00015266,WBGene00015581,WBGene00016653,WBGene00016837,WBGene00017768,WBGene00019241,WBGene00019762,WBGene00020498,WBGene00021073,WBGene00021295,WBGene00021332,WBGene00021715,WBGene00022107,WBGene00022852,WBGene00302968",46,none
GO:0006397,mRNA processing,"WBGene00000079,WBGene00000080,WBGene00000411,WBGene00000937,WBGene00001166,WBGene00001258,WBGene00001596,WBGene00001808,WBGene00001840,WBGene00002147,WBGene00002957,WBGene00003076,WBGene00003077,WBGene00003078,WBGene00003079,WBGene00003080,WBGene00003081,WBGene00003082,WBGene00003123,WBGene00003389,WBGene00003391,WBGene00003392,WBGene00003393,WBGene00003582,WBGene00004187,WBGene00004188,WBGene00004207,WBGene00004355,WBGene00004387,WBGene00004389,WBGene00004698,WBGene00004699,WBGene00004700,WBGene00004701,WBGene00004702,WBGene00004703,WBGene00004704,WBGene00004706,WBGene00004723,WBGene00004886,WBGene00004887,WBGene00004895,WBGene00004896,WBGene00004914,WBGene00004915,WBGene00004916,WBGene00004917,WBGene00004918,WBGene00004919,WBGene00004920,WBGene00006359,WBGene00006367,WBGene00006423,WBGene00006514,WBGene00006697,WBGene00006964,WBGene00007111,WBGene00007195,WBGene00007400,WBGene00007412,WBGene00007534,WBGene00008380,WBGene00008386,WBGene00008683,WBGene00009141,WBGene00009320,WBGene00009477,WBGene00009658,WBGene00009668,WBGene00009671,WBGene00009996,WBGene00010233,WBGene00010304,WBGene00010629,WBGene00010844,WBGene00010896,WBGene00011034,WBGene00011035,WBGene00011051,WBGene00011109,WBGene00011308,WBGene00011687,WBGene00011758,WBGene00011791,WBGene00012245,WBGene00012343,WBGene00012484,WBGene00012528,WBGene00012896,WBGene00013160,WBGene00013260,WBGene00013460,WBGene00013808,WBGene00014015,WBGene00014115,WBGene00015557,WBGene00015813,WBGene00016489,WBGene00016624,WBGene00016808,WBGene00017085,WBGene00017280,WBGene00017313,WBGene00017605,WBGene00017797,WBGene00017988,WBGene00018149,WBGene00018967,WBGene00019402,WBGene00019629,WBGene00019692,WBGene00020423,WBGene00020441,WBGene00020480,WBGene00021473,WBGene00021682,WBGene00021748,WBGene00021921,WBGene00021929,WBGene00022025,WBGene00022301,WBGene00022434,WBGene00022458,WBGene00022489,WBGene00022738,WBGene00235102,WBGene00305999",127,none
GO:0006398,mRNA 3'-end processing by stem-loop binding and cleavage,"WBGene00000411,WBGene00010619,WBGene00013460,WBGene00016791,WBGene00017313",5,none
GO:0006399,tRNA metabolic process,WBGene00004151,1,none
GO:0006400,tRNA modification,"WBGene00001740,WBGene00006566,WBGene00006567,WBGene00006613,WBGene00009557,WBGene00009586,WBGene00012205,WBGene00015450,WBGene00017776,WBGene00020953,WBGene00022166,WBGene00022195,WBGene00022420,WBGene00175030",14,none
GO:0006401,RNA catabolic process,"WBGene00000787,WBGene00000797,WBGene00000939,WBGene00000940,WBGene00001332,WBGene00008502,WBGene00009011,WBGene00012342,WBGene00019624,WBGene00021613,WBGene00195239",11,none
GO:0006402,mRNA catabolic process,"WBGene00000369,WBGene00000940,WBGene00003026,WBGene00004242,WBGene00004245,WBGene00006626,WBGene00010734,WBGene00015266,WBGene00016011,WBGene00016139,WBGene00018612",11,none
GO:0006403,RNA localization,WBGene00018075,1,none
GO:0006404,RNA import into nucleus,WBGene00019862,1,none
GO:0006405,RNA export from nucleus,"WBGene00003790,WBGene00003793,WBGene00003794,WBGene00003796,WBGene00003797,WBGene00003800,WBGene00003803",7,none
GO:0006406,mRNA export from nucleus,"WBGene00000120,WBGene00000121,WBGene00000122,WBGene00001840,WBGene00003788,WBGene00003791,WBGene00003834,WBGene00003992,WBGene00006466,WBGene00007195,WBGene00009341,WBGene00011319,WBGene00015329,WBGene00015813,WBGene00017642,WBGene00018156,WBGene00019940,WBGene00020172,WBGene00021311,WBGene00022492",20,none
GO:0006408,snRNA export from nucleus,WBGene00022192,1,none
GO:0006409,tRNA export from nucleus,"WBGene00002080,WBGene00011807,WBGene00021789",3,none
